dataset,apk,scan_id,expected,detected,detected_findings,status,note
DroidBench,Merge1.apk,848f5d46-74dd-4dcc-b96b-2c911287e4ed,true,true,4,completed,
DroidBench,ApplicationModeling1.apk,a4a9aa00-2bf1-4aef-bc60-1d74d5220515,true,true,4,completed,
DroidBench,DirectLeak1.apk,fe499370-4333-4749-bad6-31cce2fb1fb6,true,true,4,completed,
DroidBench,InactiveActivity.apk,6789278e-7b0a-4bf3-941c-03175f9e28d7,true,true,4,completed,
DroidBench,Library2.apk,2de1056e-aa4b-4173-8726-e96214f3ab93,true,true,4,completed,
DroidBench,LogNoLeak.apk,a62d8da4-8894-40a7-bd9f-b16a2e9bbdb4,true,true,4,completed,
DroidBench,Obfuscation1.apk,ad4fc046-23de-424f-ab8d-352e4f6ef9e8,true,true,4,completed,
DroidBench,Parcel1.apk,abfb99a0-dd2a-48dd-8aed-a6ae3ce316a9,true,true,4,completed,
DroidBench,PrivateDataLeak1.apk,4e20758c-9404-487a-923f-398ae444296c,true,true,4,completed,
DroidBench,PrivateDataLeak2.apk,02d6211d-8da2-4c46-88ce-4770d15a0b2a,true,true,4,completed,
DroidBench,PrivateDataLeak3.apk,216d396b-fbc6-4a65-a4ea-a4c7e0e64664,true,true,4,completed,
DroidBench,PublicAPIField1.apk,0809b7a2-b539-4ef8-8951-77f82db055b5,true,true,4,completed,
DroidBench,PublicAPIField2.apk,b39dd908-c9f7-46c1-8aae-6de57c1df6ff,true,true,4,completed,
DroidBench,ArrayAccess1.apk,9fe04a83-202d-4a82-9c88-a31049bb5634,true,true,4,completed,
DroidBench,ArrayAccess2.apk,18973c58-209b-4493-a476-0ce7237ed450,true,true,4,completed,
DroidBench,ArrayCopy1.apk,de44bb05-1abf-4207-9b89-c56441da6919,true,true,4,completed,
DroidBench,ArrayToString1.apk,61017d5e-c423-45ad-85f9-bbb9bb00983f,true,true,3,completed,
DroidBench,HashMapAccess1.apk,ef641dd9-1c0a-4713-b8b3-1c4bbb0ec23f,true,true,4,completed,
DroidBench,ListAccess1.apk,b121cd54-6cc3-4dd9-9662-1ea1b9a6a6be,true,true,4,completed,
DroidBench,MultidimensionalArray1.apk,acc561c0-cf8e-4bd3-bf94-b0c744750f4b,true,true,4,completed,
DroidBench,AnonymousClass1.apk,b7fd8507-5ffb-4076-8106-968bcb1a9459,true,true,4,completed,
DroidBench,Button1.apk,012d951d-976f-4414-8454-0479a14bd104,true,true,4,completed,
DroidBench,Button2.apk,ae12b82e-dee5-4ae7-8536-c4cfbeb15dbd,true,true,4,completed,
DroidBench,Button3.apk,5dce2958-f6d7-4864-886a-dfbdf24b111d,true,true,4,completed,
DroidBench,Button4.apk,d1f4f7ef-309d-4b37-b9b1-5f91c888d17d,true,true,4,completed,
DroidBench,Button5.apk,91cf94c8-9693-424a-9018-56be8dda5cbd,true,true,4,completed,
DroidBench,LocationLeak1.apk,052089db-feeb-4c45-9506-f61178ed188d,true,true,4,completed,
DroidBench,LocationLeak2.apk,04417b5c-4a0d-4833-a321-8e0946e2277c,true,true,4,completed,
DroidBench,LocationLeak3.apk,ee70e73d-5761-4132-8a6d-d8558253d977,true,true,4,completed,
DroidBench,MethodOverride1.apk,f43fe0a7-5244-484e-b7be-4ee9ec16f5be,true,true,4,completed,
DroidBench,MultiHandlers1.apk,af885524-3c3b-4094-9c2b-1e554ae7bd62,true,true,3,completed,
DroidBench,Ordering1.apk,7c8f1538-ed40-4515-ba55-18f6059fd204,true,true,4,completed,
DroidBench,RegisterGlobal1.apk,44ce2f8b-8310-417d-a3a7-071e4649aa8f,true,true,4,completed,
DroidBench,RegisterGlobal2.apk,6e454f6e-7994-44c3-a26e-8f70d4ea3cf6,true,true,4,completed,
DroidBench,Unregister1.apk,1ab6c588-9141-4f23-8522-40365fd3c932,true,true,4,completed,
DroidBench,ContentProvider1.apk,799b4dfc-0caa-46ab-a9b2-252ade6da19a,true,true,4,completed,
DroidBench,IMEI1.apk,df92fdd5-f5a6-4f50-bcd4-4bf29b1d36bd,true,true,4,completed,
DroidBench,PlayStore1.apk,e5b1ff1f-5053-49db-899e-0db1f6b6d830,true,true,4,completed,
